LCN2,HHEX,CRISP3,CAMP,KLF10,SOX4,HOXA9,MAP3K7CL,MAPK12,TRIO,DEFT1P,GAS5,BMP1,CD8B2,SOCS5,PTH2R,MARK4,FSCN1,CYP4F3,ZNF469,DNAH10,HOXA10,VPREB3,EEF1A1,C6orf48,ASPH,MMP9,SLC17A9,UBE2E2,RPL22,NETO2,OLFM4,IL7R,PNKD,ORM1,RAB37,TUBB1,FBXL19,RTN2,MSRB3,C5,CFD,ORM2,SNX33,FLT3,AL022313.1,MERTK,CD160,ALOX12,PKLR,CD44,CD8B,TCL1A,ITPR1,AL031316.1,CRTC1,IGF2BP2,URB1.AS1,SLC25A21,ARRDC4
0.281839907,0.750193417,0.18995069,0.19901374,0.835909069,0.80931747,0.682793438,0.252480507,0.496540904,0.410875052,0.033984128,0.868577361,0.425397277,0.07402923,0.611258268,0.395182788,0.601792514,0.58313632,0.166587308,0.36726442,0.272289574,0.476568639,0.061622068,0.7129215,0.803522706,0.436611444,0.342204154,0.645918787,0.293288052,0.804821193,0.06960395,0.078944743,0.380001038,0.581337869,0.046833728,0.694097638,0.610342622,0.404094845,0.549459517,0.722089887,0.280801862,0.314569622,0.104345217,0.405502021,0.609117568,0.23253648,0.439265102,0.289070964,0.078999907,0.102359295,0.811581731,0.073208109,0.213931739,0.573137701,0.069454655,0.360253096,0.286473483,0.428086609,0.120042682,0.672471583
0.49083674,0.683119178,0.266841918,0.442531228,0.824230373,0.772783995,0.722870529,0.334069192,0.390070081,0.403116107,0.088926978,0.834420919,0.436208814,0.286145717,0.572182655,0.390689343,0.51217711,0.605762005,0.228414237,0.387226552,0.220627248,0.619160593,0.178542048,0.692215621,0.792207003,0.489893913,0.39780274,0.578136444,0.612910271,0.81641078,0.33152166,0.34428215,0.300440341,0.58867681,0.19533889,0.652796924,0.551101506,0.413165033,0.31662038,0.752494037,0.478390396,0.814817548,0.007157194,0.320727557,0.649999499,0.473539054,0.366300166,0.332478195,0.277625918,0.318892121,0.802125096,0.214839384,0.287611544,0.494249254,0.076532945,0.286757737,0.667089343,0.481209695,0.424557418,0.723413467
0.10762395,0.713203073,0.020829774,0.473520905,0.822211981,0.705457032,0.747068524,0.270202756,0.458040833,0.395982474,0.172978565,0.847350717,0.386850029,0.240551755,0.53340745,0.426348537,0.537686706,0.615930676,0.239055097,0.293720752,0.268429995,0.55263263,0.233413815,0.65945518,0.800860584,0.563861251,0.366696149,0.488284886,0.411293,0.779048622,0.502785683,0.03652953,0.109762393,0.504116416,0.201612204,0.551635087,0.327214092,0.398853272,0.534266591,0.62917304,0.396325737,0.858070195,0.032757342,0.312910438,0.731559694,0.33693862,0.387100995,0.329603076,0.245197162,0.171665713,0.812734067,0.098856755,0.33066386,0.543985665,0.081663989,0.375270307,0.699777782,0.364234567,0.112409458,0.661415339
0.689578295,0.700295031,0.620017409,0.631118774,0.795301139,0.80820477,0.781692028,0.464666367,0.149819255,0.292446017,0.508209229,0.835742414,0.16702494,0.198677987,0.431796849,0.50419724,0.519136667,0.604716659,0.357277423,0.060891353,0.21202521,0.651548386,0.26957947,0.647015989,0.786473751,0.456698447,0.751598597,0.601399601,0.347299814,0.801318586,0.066841319,0.349644423,0.324267507,0.568688035,0.346107572,0.608336031,0.757223666,0.354528904,0.51977849,0.651509464,0.250889629,0.82933116,0.094221324,0.364300162,0.52731806,0.380192608,0.392100781,0.287589639,0.166739106,0.245701179,0.69849211,0.096373416,0.376664251,0.37849918,0.062283497,0.425989538,0.685322821,0.484131932,0.122618861,0.64381808
0.307466298,0.722569823,0.214619517,0.300733268,0.832797647,0.816143394,0.807836652,0.118858665,0.486400068,0.383851677,0.07273569,0.857188284,0.465885073,0.215643048,0.601278841,0.001118665,0.596267819,0.647662163,0.270742148,0.361775577,0.100641586,0.706532061,0.161992446,0.73671186,0.812991977,0.618930519,0.502665043,0.572553575,0.628379405,0.834914088,0.511948168,0.043809924,0.277475715,0.606998563,0.254076153,0.682793438,0.285829067,0.377111971,0.510454655,0.734667122,0.437903166,0.895642757,0.038895931,0.41551584,0.714846909,0.34860909,0.473775208,0.245852485,0.190521732,0.234282613,0.824376285,0.284194589,0.263409436,0.523618937,0.18379955,0.369093925,0.644715488,0.402358353,0.212729946,0.691331685
0.31513381,0.688805044,0.006574368,0.267545938,0.800518453,0.774206758,0.789712608,0.236073762,0.383602947,0.437418163,0.244472176,0.835576057,0.343011707,0.151679054,0.495539695,0.378935456,0.554886043,0.699159324,0.028253373,0.210314289,0.186827302,0.655002534,0.192838296,0.714505315,0.814686,0.404856354,0.373209208,0.554812193,0.42215842,0.796389461,0.541619539,0.130400226,0.240212157,0.571310639,0.069770291,0.571284294,0.49041304,0.327537447,0.407254249,0.561067402,0.442170322,0.805059075,0.059548654,0.394983143,0.674760938,0.429360747,0.395710945,0.259099215,0.325827718,0.159146294,0.786773324,0.097093739,0.255481452,0.491261065,0.099297598,0.302268595,0.626323998,0.449551612,0.065237194,0.753094494
0.487807751,0.656834543,0.14559941,0.455037147,0.811709046,0.635461807,0.774744749,0.254855275,0.302313834,0.462873727,0.259202629,0.777289271,0.36920023,0.359124839,0.475945592,0.381605178,0.569157898,0.519692838,0.179503471,0.386446029,0.077938691,0.643519878,0.173906058,0.68419385,0.761815667,0.564705849,0.449568391,0.518816352,0.58235985,0.749021888,0.555625379,0.285523534,0.348546028,0.589047372,0.201724604,0.680714667,0.444474041,0.307203263,0.490047634,0.692412674,0.436434239,0.848123491,0.075105056,0.337281853,0.679069996,0.388204575,0.39293614,0.36456275,0.379222035,0.250757247,0.811581731,0.253891796,0.194402426,0.571574569,0.173455685,0.376786292,0.671034396,0.415304214,0.019603366,0.639795005
0.453877807,0.681312501,0.136045799,0.407490522,0.811964273,0.660718679,0.786773324,0.386181593,0.290788561,0.444308937,0.006265983,0.771465719,0.344831407,0.282619923,0.501041353,0.22989291,0.58472532,0.465955883,0.182641163,0.366300166,0.076881275,0.633437097,0.151314706,0.623280108,0.770075619,0.478335023,0.447260737,0.408318758,0.586128533,0.722389638,0.528135002,0.209669143,0.477505714,0.693699598,0.192644194,0.521864355,0.391606152,0.32088086,0.443715245,0.519329071,0.41450423,0.842144132,0.114825338,0.384003788,0.651976585,0.464913249,0.426301688,0.23477684,0.297521323,0.098983921,0.829951167,0.362872332,0.283488065,0.488189399,0.229050294,0.208106428,0.608304799,0.434987932,0.034463193,0.642331779
0.789815366,0.674185753,0.711409986,0.747788548,0.803875208,0.699674547,0.630526066,0.30887562,0.33062765,0.421865523,0.421649873,0.828409314,0.374757349,0.500243008,0.435967505,0.122464687,0.46730426,0.513240933,0.503208399,0.233039051,0.229275525,0.428212225,0.336595684,0.618831992,0.777473211,0.50399518,0.783716142,0.499725342,0.475963891,0.771728158,0.301714838,0.445333958,0.604134679,0.505291164,0.56147176,0.579827309,0.509504795,0.395439625,0.400398731,0.550931931,0.31317687,0.702276289,0.261712193,0.29338786,0.588534474,0.539483547,0.296068728,0.467037648,0.201106668,0.40943107,0.814686,0.374716878,0.279227465,0.518859029,0.228345782,0.309242994,0.727396905,0.399776846,0.334373504,0.564782798
0.202830821,0.648081481,0.026867028,0.050340351,0.766334534,0.807836652,0.077289008,0.154722169,0.158951566,0.142936513,0.180066377,0.849297404,0.326771408,0.108053192,0.535356045,0.206792921,0.615477979,0.615252018,0.055316005,0.275035888,0.177038848,0.07594236,0.23091352,0.727272689,0.823649108,0.282208085,0.310393006,0.660432577,0.516987264,0.798377573,0.053702537,0.069923818,0.237184942,0.515739679,0.172627658,0.602337718,0.257282048,0.266306698,0.272087932,0.342253804,0.377044082,0.599296272,0.016396016,0.224534661,0.636715591,0.302257299,0.313953966,0.289356798,0.084453277,0.273437351,0.757534981,0.235944927,0.17838797,0.553291798,0.044314653,0.326090306,0.61310178,0.337895453,0.251684457,0.493878871
0.258923411,0.719831944,0.587484002,0.607930779,0.808574259,0.706693947,0.547852397,0.310934544,0.395068705,0.419699937,0.337563992,0.836916029,0.409163803,0.463575453,0.573856592,0.06778565,0.570336819,0.524686098,0.304104269,0.145368159,0.060246095,0.427992433,0.227554232,0.682979465,0.770161986,0.497427315,0.510103226,0.519992769,0.535583615,0.786973536,0.212796658,0.527362168,0.515634239,0.57530117,0.265918732,0.61661154,0.56195277,0.427474916,0.499307901,0.632520556,0.5198856,0.681912541,0.023918139,0.303060859,0.501201272,0.53187716,0.451943904,0.44674468,0.505331755,0.279906213,0.831520915,0.345982283,0.367793798,0.494405359,0.04405351,0.400369793,0.744156837,0.421542108,0.057081148,0.620380998
0.596710503,0.708431661,0.381371647,0.485055923,0.754913092,0.776282966,0.799950719,0.316328496,0.392256379,0.371279597,0.341993243,0.846395373,0.378608197,0.291252047,0.501942217,0.556243241,0.563121498,0.542460322,0.23743327,0.333965778,0.178315476,0.655161142,0.130202144,0.70154345,0.7930516,0.579717815,0.657999039,0.626017511,0.528267741,0.828715503,0.390942991,0.476147026,0.43751511,0.64030695,0.174960956,0.658928037,0.478353471,0.409817517,0.44749409,0.784301341,0.411711454,0.860782683,0.059794117,0.251022011,0.768958032,0.201256424,0.480186403,0.246417701,0.239154756,0.252439648,0.821501851,0.210323781,0.305286646,0.557061255,0.247205958,0.33054319,0.665065885,0.380754262,0.080841243,0.663314164
0.715075076,0.649845362,0.772872388,0.760133386,0.762300611,0.618897676,0.378703624,0.388974845,0.249212101,0.357935309,0.372779548,0.800518453,0.413135022,0.228257775,0.465814292,0.040776692,0.525560498,0.526393831,0.589332819,0.156794682,0.136928663,0.315104693,0.044279251,0.630213022,0.756371558,0.440208852,0.833605409,0.496010393,0.521368265,0.745285451,0.408570558,0.741928041,0.364602149,0.655876398,0.516098559,0.572156191,0.509154558,0.328941464,0.406399101,0.504500687,0.350353003,0.769129276,0.163859457,0.351672322,0.456578255,0.513094664,0.488361299,0.240931556,0.383589119,0.345331371,0.80305469,0.338977635,0.257199585,0.259006113,0.434811622,0.307958484,0.632344782,0.356492013,0.355952144,0.562028825
0.457214057,0.603066862,0.038500521,0.498494714,0.815213323,0.666285574,0.667769074,0.293288052,0.368682176,0.37646094,0.188791603,0.822784066,0.33033812,0.290248394,0.427976727,0.546612263,0.581834495,0.501541495,0.457506627,0.372189581,0.183471009,0.540178061,0.219330415,0.663023949,0.778769016,0.569131792,0.477579325,0.504703164,0.62227571,0.789918244,0.39852193,0.274310589,0.385417193,0.541852772,0.37055853,0.605885327,0.542764664,0.395168513,0.542811513,0.649460435,0.407756507,0.848904133,0.061961431,0.341113448,0.704975724,0.375243306,0.406369656,0.306472182,0.256159812,0.228296891,0.755295277,0.272204667,0.330434591,0.523901641,0.035727505,0.384876132,0.679890275,0.394669652,0.123424254,0.564577699
0.316632062,0.715132177,0.14216198,0.308370948,0.761896372,0.727148533,0.787576258,0.316095144,0.385111868,0.435678154,0.251908869,0.794009805,0.282251418,0.055432957,0.522361398,0.392213941,0.526306033,0.562485635,0.306928962,0.368469834,0.085305005,0.65358156,0.275420338,0.617784023,0.769816756,0.631993711,0.489778668,0.592497349,0.573270679,0.762868762,0.502443969,0.329362363,0.285185516,0.637652278,0.165079653,0.684147,0.339877516,0.443435282,0.563886762,0.713598251,0.436418116,0.866293907,0.14127937,0.371814609,0.770161986,0.439769179,0.506613672,0.228903443,0.305753648,0.022316732,0.816544771,0.208532244,0.216169834,0.516225338,0.158818826,0.385195136,0.650656164,0.39523986,0.054691914,0.553732216
0.787878931,0.75234437,0.609556496,0.675649703,0.690891564,0.774475455,0.662982464,0.107067317,0.389297456,0.386432111,0.270361334,0.846776068,0.442186713,0.399892449,0.562917829,0.035264291,0.496049672,0.538514435,0.262076139,0.386905789,0.221714109,0.487731487,0.209991634,0.626187682,0.820516884,0.322570831,0.657195091,0.532326281,0.420159519,0.827497065,0.188598603,0.714960933,0.682793438,0.542483747,0.398464352,0.452536374,0.431606352,0.407254249,0.350669742,0.576646924,0.272501916,0.515339136,0.106600001,0.32430318,0.460952282,0.561598241,0.327405691,0.249658927,0.33154586,0.400862247,0.808821321,0.394954622,0.365522623,0.487160116,0.251470357,0.381440312,0.715246439,0.38959226,0.351481766,0.495206743
0.078414172,0.672296762,0.15381524,0.157616168,0.820237398,0.776830733,0.768020511,0.27325651,0.370785385,0.447277397,0.229118824,0.841605961,0.379030973,0.217349529,0.495050192,0.191757515,0.57629627,0.651781857,0.159093186,0.36565429,0.18833217,0.615607202,0.029574301,0.652444899,0.796608508,0.545212686,0.430339336,0.555650055,0.617099285,0.808697701,0.42547515,0.191203907,0.260497361,0.578435481,0.107377484,0.638666153,0.286145717,0.409401387,0.387003392,0.721731067,0.36981222,0.812734067,0.047036048,0.33012107,0.71337229,0.27632919,0.34908855,0.176776543,0.305708081,0.173104569,0.836916029,0.061084837,0.164821222,0.492440909,0.025222873,0.360045344,0.687699914,0.344694018,0.09291672,0.468801647
0.791473448,0.701909423,0.710355341,0.704975724,0.784008384,0.769903004,0.659699023,0.376759171,0.33766216,0.336779356,0.293554276,0.830732465,0.378635466,0.254281074,0.503510773,0.454781026,0.444622695,0.60073632,0.470252693,0.335605234,0.14446108,0.577837765,0.224146172,0.589675844,0.797710657,0.416940242,0.74975282,0.558955848,0.479500026,0.776556551,0.362362742,0.572606623,0.37308833,0.576484978,0.466948837,0.627520382,0.712359905,0.394783616,0.379604489,0.679342985,0.473539054,0.63421607,0.044204019,0.336338669,0.468605131,0.472723097,0.35678798,0.360279083,0.469445705,0.453911841,0.733169436,0.284031451,0.318106204,0.425070405,0.261265397,0.314279109,0.719890893,0.360395968,0.481694698,0.68237561
0.690745115,0.749533117,0.759815514,0.607029557,0.812092125,0.815610826,0.701804757,0.231542483,0.327106386,0.441858947,0.270509392,0.842867374,0.414745539,0.475744277,0.595062375,0.511802614,0.520335972,0.574979365,0.492305279,0.34150973,0.12132597,0.614929676,0.358335704,0.652718604,0.808821321,0.450173199,0.83879447,0.529665411,0.562028825,0.780268192,0.308887094,0.367595196,0.568792343,0.501041353,0.366511315,0.687173963,0.48188144,0.422328085,0.421865523,0.70610112,0.409074754,0.699932754,0.042887386,0.378213167,0.635283351,0.461981386,0.336718142,0.210247844,0.275944054,0.21955198,0.833281398,0.364142716,0.386223346,0.462488472,0.315081418,0.340754628,0.659861803,0.3914226,0.210418701,0.65595603
0.753019273,0.672122061,0.444688797,0.777289271,0.753697813,0.792207003,0.754303992,0.291141659,0.054995365,0.421203613,0.285763562,0.846585512,0.341063917,0.299439043,0.530311346,0.411293,0.521109819,0.53743428,0.523097873,0.449232906,0.268619627,0.59096694,0.182686746,0.662073493,0.798489153,0.56383568,0.748367488,0.530981243,0.621475756,0.80235666,0.382320374,0.547398567,0.41465503,0.533091664,0.47163865,0.646069765,0.405311137,0.385542184,0.463434994,0.730857253,0.391606152,0.755755365,0.062755652,0.31530261,0.824815512,0.289598793,0.377207011,0.296102196,0.356697857,0.240801588,0.84910053,0.280046374,0.409148961,0.577892005,0.179839343,0.328004926,0.618766308,0.334288269,0.21074158,0.576350152
0.354030073,0.722389638,0.027530901,0.167181298,0.799724519,0.766837835,0.705617785,0.188424036,0.51977849,0.38998571,0.230039999,0.84773612,0.394413352,0.224748448,0.581448138,0.405443251,0.597094953,0.633790791,0.133832842,0.376799852,0.191499099,0.547017038,0.252439648,0.699365199,0.819958806,0.634748995,0.387282372,0.540526032,0.40876326,0.760691583,0.34686017,0.344569147,0.3219437,0.600646019,0.061763845,0.626835823,0.20049867,0.408526123,0.426317304,0.695800602,0.474011511,0.682932973,0.007198273,0.395839542,0.622543037,0.405795902,0.421850115,0.278237969,0.239753038,0.110579155,0.840716898,0.250462115,0.23850733,0.530512094,0.080820039,0.356710732,0.739599943,0.489701897,0.075653382,0.667131722
0.061450191,0.680668712,0.014413063,0.246114835,0.784595072,0.799161136,0.839837492,0.344332039,0.425085962,0.437676758,0.172510728,0.827497065,0.442235917,0.337036669,0.520894647,0.362532526,0.546398282,0.42328611,0.052785523,0.432432562,0.128214315,0.731559694,0.302879661,0.631818414,0.810317278,0.541502953,0.512531221,0.494190753,0.474594057,0.769129276,0.565888286,0.083563261,0.32389912,0.564731479,0.07529635,0.578707755,0.261005789,0.461091638,0.505027413,0.701595664,0.44774428,0.776282966,0.031422943,0.358193576,0.773849428,0.351583391,0.358090252,0.287962288,0.326126128,0.156362161,0.814686,0.08192689,0.315081418,0.530958891,0.242072493,0.383174926,0.193828195,0.374608994,0.092433877,0.551513731
0.256983221,0.730729938,0.08565668,0.239304259,0.798824608,0.765583515,0.76384896,0.308141768,0.477284938,0.430908889,0.197373882,0.858070195,0.424774945,0.158500314,0.603767991,0.453486651,0.583108544,0.657958746,0.230815306,0.39489761,0.168965831,0.602337718,0.228502274,0.742620528,0.810947418,0.536153376,0.337441295,0.608523309,0.14185755,0.83183831,0.455789596,0.129418701,0.296716243,0.604379535,0.141214177,0.640820324,0.566895425,0.480409354,0.48390609,0.739057958,0.351126313,0.772872388,0.152649865,0.3728064,0.749094784,0.400529027,0.46528393,0.182978466,0.227563992,0.109817684,0.814949274,0.102647781,0.262148976,0.55263263,0.00449753,0.344182342,0.683398843,0.448629916,0.02364439,0.633861601
0.78797996,0.745640159,0.761815667,0.826295257,0.781310558,0.765833318,0.752793908,0.199900568,0.451774806,0.41163668,0.410502315,0.847350717,0.341931224,0.281493664,0.571416199,0.46579659,0.538952351,0.556119561,0.666750491,0.350505024,0.215040207,0.624525905,0.146625429,0.695297837,0.796389461,0.573297262,0.806861699,0.567932904,0.213025406,0.798489153,0.470612079,0.338374704,0.389423758,0.557359397,0.681450784,0.704495907,0.420113534,0.403553993,0.419623375,0.728394806,0.369692385,0.837424159,0.482030958,0.368655622,0.642109811,0.419011712,0.493353367,0.283270895,0.305867612,0.233226404,0.804110825,0.253277719,0.293643057,0.484735012,0.342626363,0.364628404,0.655280113,0.400398731,0.027737591,0.58333081
0.333996177,0.660636902,0.126345307,0.261691391,0.665611625,0.768530965,0.471873283,0.209915727,0.433037668,0.498079121,0.172951564,0.837085068,0.395939589,0.308313638,0.437240511,0.381990105,0.509896755,0.619160593,0.220101431,0.364077121,0.069906764,0.36643213,0.262159377,0.662114739,0.806740463,0.585538089,0.356054932,0.698031783,0.426442266,0.80258882,0.463839024,0.036665246,0.204399601,0.598371327,0.226763755,0.68163538,0.385070264,0.481526732,0.430212885,0.669867277,0.423378974,0.808697701,0.180393413,0.329097748,0.765002549,0.40184924,0.346596599,0.360785931,0.206236199,0.292202562,0.809193194,0.208182111,0.196090847,0.536381602,0.030979553,0.2993716,0.620811582,0.356093466,0.074888244,0.511428654
0.394299507,0.751079082,0.105894931,0.358219415,0.821219385,0.850690067,0.748657882,0.069842793,0.462751091,0.402023703,0.084190525,0.837935388,0.433516145,0.243255958,0.588477552,0.091315731,0.546850264,0.595091701,0.125662774,0.454371691,0.292556733,0.63972193,0.258220822,0.670039713,0.7930516,0.621442497,0.389606297,0.606286645,0.486988932,0.829951167,0.242343068,0.061823983,0.397371918,0.626733363,0.178433284,0.67449522,0.140162975,0.445997059,0.492634803,0.758081675,0.37732923,0.867046475,0,0.420128852,0.770594954,0.246730849,0.367290884,0.293121755,0.245953366,0.119935781,0.828104138,0.241932258,0.258148521,0.548067689,0.259606242,0.377302051,0.661005199,0.406016469,0.022302167,0.673172772
0.498079121,0.709143341,0.181402698,0.374393284,0.807591975,0.742689967,0.776556551,0.364891201,0.417532951,0.455978006,0.223137259,0.839837492,0.364825487,0.24439168,0.518539071,0.335629642,0.531249702,0.611384869,0.086427763,0.309898138,0.081668228,0.663646519,0.303763747,0.604808688,0.800064027,0.630213022,0.460656404,0.624390841,0.539900005,0.795084774,0.53257364,0.331812024,0.489932328,0.630178273,0.221317783,0.668793619,0.657034755,0.473884255,0.398997396,0.66498208,0.362963885,0.829951167,0.099882632,0.334470928,0.796827972,0.358956546,0.446611643,0.311626822,0.188764021,0.132348254,0.818990111,0.246589407,0.298529625,0.551950932,0.097839564,0.364273936,0.689917803,0.390168518,0.110438757,0.576188505
0.567647159,0.588449121,0.673656464,0.705242932,0.820797265,0.725054622,0.561244249,0.279205918,0.3301934,0.240551755,0.358322799,0.831046939,0.412100464,0.217666432,0.48300451,0.150542587,0.491628021,0.605823696,0.42494598,0.263200879,0.110226043,0.467499912,0.163997412,0.606657803,0.740553677,0.505169392,0.571099758,0.54071182,0.354017287,0.786374092,0.532236397,0.657677054,0.351012111,0.503611624,0.270435363,0.593776107,0.65739578,0.342663646,0.449048549,0.588876247,0.440339237,0.590909362,0.09555573,0.31336233,0.542226493,0.45165652,0.371426672,0.323388666,0.345318884,0.560386658,0.785976231,0.20684956,0.253308415,0.407431453,0.086978488,0.353531867,0.660391748,0.375878662,0.489414096,0.617131829
0.648043334,0.76101172,0.65358156,0.765417218,0.783618927,0.706910074,0.809566438,0.209422633,0.374231607,0.469320357,0.191895977,0.840188086,0.394043475,0.260684073,0.52939862,0.315733641,0.491415501,0.572792411,0.365443647,0.272215277,0.090011254,0.661991119,0.324648112,0.701178253,0.790124357,0.511013746,0.672734201,0.617262125,0.27610451,0.80258882,0.449283212,0.2494964,0.236252189,0.557384253,0.629380584,0.661169112,0.496403277,0.305719465,0.392808586,0.693948269,0.428809583,0.824815512,0.33314544,0.3785128,0.680990338,0.50074172,0.346508771,0.286757737,0.246316731,0.340099692,0.78045702,0.218810529,0.251817048,0.430434197,0.312725186,0.280661494,0.733299017,0.390365511,0.028492047,0.64720583
0.232487231,0.63549751,0.139381737,0.079475202,0.810947418,0.787878931,0.074543834,0.049282182,0.465566665,0.414142579,0.225176245,0.811581731,0.394242585,0.218945265,0.531585634,0.171953276,0.543397903,0.544103384,0.18562749,0.309220016,0.083020702,0.041468225,0.261961728,0.623515189,0.766250849,0.579608381,0.347299814,0.647471905,0.64949894,0.775919199,0.429187417,0.031450637,0.342440039,0.651431739,0.140414819,0.706910074,0.230854586,0.441596985,0.319914758,0.676543117,0.426192403,0.622242332,0.009579268,0.370772034,0.684428453,0.306597739,0.385792255,0.298103631,0.148251697,0.220313638,0.825256824,0.274822474,0.283390313,0.487350434,0.235647723,0.350213706,0.583497703,0.378635466,0.03441304,0.655836582
0.467749149,0.749459982,0.01594652,0.189959899,0.757690907,0.744156837,0.738990366,0.243878812,0.433340609,0.464454919,0.141866252,0.833930671,0.389564157,0.30360496,0.472795546,0.372927189,0.518304646,0.60631758,0.186552361,0.361775577,0.004164506,0.584026992,0.317684501,0.650811017,0.77895534,0.57653898,0.453690678,0.5880512,0.422451556,0.785480976,0.522794366,0.329350352,0.514876127,0.607743979,0.069173075,0.675204754,0.289554775,0.421280503,0.396683663,0.712135851,0.396239907,0.836747348,0,0.367449611,0.782747686,0.364431441,0.456672668,0.30811885,0.152588338,0.19601655,0.800746441,0.294631809,0.335825115,0.545520365,0.174807593,0.341039181,0.689142942,0.380562365,0.046701733,0.604502022
0.618503928,0.416484982,0.064620584,0.532483697,0.680990338,0.651937604,0.151283994,0.077089399,0.472650677,0.43393141,0.213015884,0.809069097,0.519585788,0.252970964,0.259316444,0.345781893,0.693451285,0.606688738,0.247276753,0.383105934,0.014005924,0.001239473,0.207699805,0.590478301,0.734667122,0.222982198,0.61840564,0.756063104,0.501821935,0.656155348,0.431495309,0.074879736,0.232654691,0.672427833,0.372363806,0.741033077,0.245267689,0.559481978,0.440388143,0.28590548,0.334897459,0.739599943,0.041686565,0.278495908,0.54977262,0.322831422,0.293221533,0.160953999,0.127848908,0.436144441,0.661702991,0.239812911,0.213989019,0.234846056,0.122460403,0.425817996,0.638738811,0.365838706,0.016355239,0.388134629
0.636715591,0.765334189,0.568140984,0.616676509,0.829485714,0.821219385,0.81803149,0.252215028,0.480297863,0.353557408,0.367833525,0.838277936,0.363133937,0.295132548,0.614190161,0.403057754,0.47556141,0.49066332,0.395182788,0.321305692,0.186176777,0.686127186,0.191047132,0.668152571,0.801778674,0.509463549,0.737111211,0.626358092,0.35896948,0.812092125,0.313953966,0.047422849,0.35058105,0.46730426,0.490239888,0.61975342,0.601520419,0.411173522,0.460934877,0.73532337,0.383174926,0.850489557,0.241751999,0.288521796,0.672953308,0.45228231,0.307912678,0.17342867,0.195051327,0.261992931,0.779516101,0.270160466,0.223379627,0.442596883,0.100086138,0.383920819,0.669867277,0.391719162,0.212006181,0.509484172
0.794009805,0.610910475,0.588022828,0.745924592,0.716393888,0.773849428,0.146088272,0.043840934,0.291185796,0.46366331,0.405002981,0.835244417,0.397817105,0.184210435,0.459475785,0.357225865,0.449367076,0.523184657,0.19722499,0.232674405,0.186534032,0.081808157,0.027967516,0.675516069,0.772254884,0.291064382,0.721731067,0.591024518,0.419914335,0.773226738,0.280672282,0.442876101,0.305822015,0.525889099,0.533655882,0.590162694,0.622944772,0.183233812,0.353187323,0.399170458,0.390337348,0.695498765,0.049990781,0.439427614,0.222769052,0.549579918,0.048077051,0.302483499,0.223224506,0.570336819,0.748512626,0.215422899,0.321376532,0.388106644,0.194671184,0.382306606,0.65531981,0.349872023,0.13545759,0.390084118
0.408155888,0.696963012,0.715819061,0.62875855,0.790124357,0.626870036,0.742551148,0.214361519,0.39474088,0.412999898,0.302019894,0.825256824,0.33234489,0.354759365,0.468998313,0.128885195,0.521734893,0.490124524,0.594945133,0.285741746,0.242132604,0.612559736,0.046794135,0.616546571,0.784889579,0.557185471,0.704549134,0.49825716,0.576592922,0.795409441,0.501461387,0.456715614,0.418523163,0.61784941,0.336020678,0.665653646,0.425553024,0.30923149,0.459891945,0.739396393,0.419133961,0.872020423,0.030854695,0.350239038,0.604440749,0.307740957,0.423719674,0.240961537,0.344319552,0.108635545,0.821219385,0.257777005,0.267693162,0.485850304,0.263878971,0.326580107,0.615219772,0.516352177,0.155806348,0.606812596
0.824962378,0.685558975,0.726900578,0.808574259,0.836916029,0.658887506,0.503974974,0.456749946,0.244955391,0.402562201,0.406251878,0.720245242,0.359993428,0.147053599,0.483154565,0.20084469,0.576781929,0.478150517,0.631713331,0.348105013,0.299540192,0.393816054,0.174532503,0.6086483,0.709417939,0.537136376,0.8873595,0.41459468,0.610059261,0.676229894,0.512093842,0.63804996,0.401776582,0.617555559,0.507676363,0.581365466,0.419638693,0.43787083,0.393120438,0.53230381,0.344257176,0.764259696,0.274331897,0.383092135,0.583915472,0.460778207,0.440845013,0.350733131,0.192930758,0.315768629,0.828409314,0.252276272,0.3051956,0.453945875,0.317989022,0.377478659,0.48206833,0.453231841,0.186167613,0.647624075
0.325386465,0.738383472,0.236361265,0.435678154,0.828868985,0.720186114,0.805178225,0.261161536,0.37909919,0.407328069,0.25679785,0.824376285,0.41112873,0.164277866,0.528112888,0.42334801,0.555995882,0.506858528,0.267451316,0.400485605,0.222352654,0.696355462,0.134904236,0.659943223,0.799611568,0.573856592,0.518795013,0.50172174,0.502363622,0.771728158,0.496895134,0.181202561,0.332684308,0.528311968,0.272671878,0.604134679,0.456887394,0.395354003,0.459371835,0.728394806,0.39066118,0.849891186,0.091802806,0.336914122,0.717608392,0.42423138,0.448111594,0.246104747,0.283466339,0.148015454,0.815345645,0.221936569,0.268956929,0.528245628,0.09125644,0.379809558,0.586720526,0.424961507,0.118410066,0.637796819
