LCN2,HHEX,CRISP3,CAMP,KLF10,SOX4,HOXA9,MAP3K7CL,MAPK12,TRIO,DEFT1P,GAS5,BMP1,CD8B2,SOCS5,PTH2R,MARK4,FSCN1,CYP4F3,ZNF469,DNAH10,HOXA10,VPREB3,EEF1A1,C6orf48,ASPH,MMP9,SLC17A9,UBE2E2,RPL22,NETO2,OLFM4,IL7R,PNKD,ORM1,RAB37,TUBB1,FBXL19,RTN2,MSRB3,C5,CFD,ORM2,SNX33,FLT3,AL022313.1,MERTK,CD160,ALOX12,PKLR,CD44,CD8B,TCL1A,ITPR1,AL031316.1,CRTC1,IGF2BP2,URB1.AS1,SLC25A21,ARRDC4
0.72244966,0.595502615,0.310657918,0.449048549,0.713541687,0.586353838,0.76525116,0.252899408,0.194986403,0.44817844,0.164010763,0.846395373,0.408377975,0.345556587,0.439785451,0.202385306,0.529043257,0.330869079,0.283640146,0.179757625,0.358077347,0.521583855,0.147438228,0.653149605,0.813121259,0.081401072,0.573084533,0.367237955,0.27927053,0.747572124,0.377723336,0.098326944,0.685228407,0.495716095,0.37578398,0.33233276,0.378117859,0.186469898,0.288302302,0.045811966,0.253809869,0.684522331,0.089841835,0.389999777,0.305309415,0.228199124,0.106893122,0.366947144,0.221153527,0.162707657,0.766837835,0.352702916,0.38120693,0.530623734,0.156137139,0.054969363,0.552998602,0.22692956,0.266128391,0.529732168
0.359448731,0.647129834,0.055831306,0.323115885,0.838621974,0.681958795,0.697572827,0.340903074,0.310623348,0.424883783,0.249415159,0.752194881,0.352983296,0.296135664,0.459042877,0.360876977,0.572580099,0.498673022,0.339939207,0.342899799,0.021499662,0.62851721,0.279819965,0.650811017,0.728332222,0.507963121,0.607184649,0.427490562,0.584669352,0.727957368,0.511470199,0.35588792,0.499168903,0.671077728,0.223505706,0.525319755,0.309059262,0.410889953,0.558755696,0.59096694,0.413225114,0.885298014,0.082168572,0.395011663,0.661620736,0.178687081,0.521562278,0.33015725,0.187139019,0.144574419,0.827044427,0.156018049,0.354221851,0.461161315,0.156476885,0.376027524,0.584278107,0.402649581,0.03435833,0.673876822
0.337416768,0.630386889,0.050964646,0.201518565,0.828868985,0.499109358,0.701282501,0.404402167,0.29068929,0.41718328,0.102673233,0.69147867,0.243748158,0.354298592,0.494854629,0.31733343,0.587994397,0.382499367,0.088787198,0.358503759,0.062231973,0.606564939,0.099891111,0.638412178,0.68283993,0.473430127,0.452536374,0.411412507,0.526657581,0.686127186,0.505108535,0.244240791,0.493139565,0.703593671,0.148067951,0.540967524,0.609493732,0.378771812,0.517730176,0.509772897,0.398421168,0.882336497,0.162685424,0.38193509,0.41112873,0.267125517,0.652405858,0.319197476,0.41925624,0.129022852,0.807591975,0.275206715,0.287075013,0.490086079,0.281428754,0.264672995,0.617947459,0.345231324,0.088757552,0.747284114
0.675872624,0.727086484,0.758238256,0.626358092,0.77802676,0.75174737,0.745285451,0.311257482,0.376393169,0.412624836,0.30297026,0.841964364,0.383616745,0.271377504,0.566869557,0.366471708,0.538860083,0.576944053,0.513596475,0.260528475,0.111647353,0.582830966,0.294053853,0.716106176,0.809691191,0.488514185,0.75152427,0.532438695,0.61358124,0.818578064,0.522686064,0.438016444,0.354183495,0.614125967,0.471350133,0.640233755,0.471837163,0.353748947,0.433707744,0.684006453,0.436031818,0.842144132,0.080612198,0.361840785,0.597598672,0.453197867,0.48891592,0.256283253,0.338633001,0.324291289,0.829485714,0.26943168,0.276372015,0.441171736,0.266526997,0.378676355,0.632239401,0.411995679,0.250971079,0.577187419
0.594535232,0.755909145,0.214122713,0.469624847,0.814686,0.754379988,0.775466084,0.203769758,0.543962121,0.441531509,0.29468742,0.840716898,0.501541495,0.382306606,0.543280482,0.369865477,0.536518693,0.651043594,0.037279729,0.262679875,0.178523913,0.632415056,0.294287175,0.715704322,0.816678941,0.416712523,0.518134296,0.624323308,0.547804594,0.824376285,0.412849814,0.488036662,0.198258534,0.557857156,0.175791442,0.588449121,0.461091638,0.364786059,0.496010393,0.729652226,0.471801072,0.846967161,0.030632548,0.382871449,0.546683669,0.476531953,0.401094228,0.308760852,0.338854522,0.322239399,0.774027944,0.321671844,0.277507901,0.491338283,0.167194694,0.348407388,0.688227534,0.394157231,0.348937064,0.663979471
0.909078777,0.725913107,0.610563278,0.836411059,0.794545949,0.746423781,0.651781857,0.384862274,0.334422231,0.357922375,0.440355539,0.812734067,0.165873289,0.239114895,0.572421074,0.529732168,0.536335945,0.502866149,0.646712661,0.364221454,0.356054932,0.527362168,0.218271866,0.656354845,0.779141963,0.487617105,0.84001261,0.462243557,0.585510015,0.785283506,0.462505966,0.7620579,0.332732826,0.426364154,0.618078232,0.520959198,0.308107376,0.353672326,0.40478307,0.638557255,0.385681093,0.764919758,0.352333635,0.367066085,0.63560468,0.431669831,0.457782239,0.146896288,0.20105052,0.247772589,0.786174953,0.234668076,0.104565956,0.450005084,0.239184648,0.312563151,0.562587261,0.422297239,0.279378206,0.64030695
0.390013814,0.80328846,0.051928077,0.336399853,0.712528169,0.858292341,0.795626462,0.182773337,0.420558363,0.397529811,0.137318388,0.844890654,0.454951733,0.213616759,0.598490477,0.343559235,0.562612653,0.725974619,0.232753232,0.398435563,0.249516711,0.668408692,0.321766376,0.687843621,0.816947937,0.618700683,0.342688501,0.639831483,0.502604723,0.830889583,0.302800387,0.206641898,0.309955657,0.517793953,0.132029131,0.684381485,0.178134263,0.464067638,0.416970611,0.657717288,0.375013739,0.812862933,0.042700842,0.391846329,0.697166026,0.372162789,0.372631967,0.272098541,0.092654116,0.33196938,0.800518453,0.331557959,0.204597145,0.538698733,0.197951108,0.369266719,0.64096725,0.404431462,0.047097605,0.451825529
0.76768142,0.676901817,0.795192897,0.829176843,0.794545949,0.71074307,0.460778207,0.115328491,0.297644436,0.394698143,0.370398492,0.789200127,0.35747081,0.297387034,0.485982895,0.340210855,0.536884546,0.460065544,0.671077728,0.295433253,0.257725418,0.393915534,0.253359556,0.612400591,0.770421565,0.437224358,0.883307219,0.44241634,0.614768684,0.758473575,0.506124616,0.524315357,0.348155379,0.555304706,0.755678594,0.597954929,0.36850965,0.401253819,0.430766404,0.535265088,0.366405725,0.821785212,0.396311432,0.359345049,0.465177983,0.263764143,0.425490707,0.206269205,0.117111914,0.248147309,0.812348366,0.231739178,0.348571271,0.429092914,0.425849169,0.322239399,0.595326364,0.438696921,0.168008238,0.586156666
0.043109346,0.697827637,0.010687592,0.193781897,0.799724519,0.809566438,0.109264813,0.405061662,0.249059856,0.281136841,0.228355557,0.835576057,0.34162125,0.349530637,0.527781427,0.451960802,0.582941949,0.620480299,0.16964668,0.164972708,0.168974787,0.098051466,0.279863089,0.593892694,0.797158122,0.51870966,0.302121609,0.57081008,0.678842843,0.78557986,0.473321259,0.099882632,0.63157326,0.611606658,0.13044329,0.70045054,0.161282256,0.469195068,0.395225585,0.541130364,0.35469532,0.688949764,0.063013099,0.283694476,0.81641078,0.250787795,0.169100165,0.329061687,0.152504832,0.156856492,0.837594211,0.319185734,0.27610451,0.548331022,0.095377803,0.335104764,0.680393577,0.385222882,0.182668507,0.612209737
0.289950997,0.742968142,0.036511432,0.097805656,0.824522495,0.80235666,0.818441153,0.103946246,0.444589645,0.417228878,0.137491629,0.846016467,0.390787959,0.1746272,0.53487885,0.324017912,0.537778497,0.670687735,0.156070977,0.217676029,0.294309407,0.678072751,0.111374937,0.667939425,0.820656955,0.49855414,0.395425349,0.604777992,0.542249858,0.822927654,0.405179024,0.205962732,0.226276338,0.469016194,0.119085141,0.622710347,0.323281914,0.353200078,0.425895959,0.724140584,0.386167675,0.786075592,0.064376414,0.395896703,0.720186114,0.261857748,0.473575383,0.165953577,0.198044255,0.205472678,0.807959199,0.22213006,0.212348908,0.526174307,0.212453678,0.306346625,0.685558975,0.350441664,0.088571183,0.74793303
0.631083906,0.697064459,0.795517862,0.795084774,0.807714224,0.704283178,0.626392126,0.240262091,0.355118096,0.426395416,0.403466374,0.829640567,0.381001085,0.310577273,0.540642142,0.182832584,0.555009067,0.505412996,0.616092563,0.342129707,0.24962844,0.521303654,0.077318735,0.658968508,0.766083658,0.528024435,0.766753852,0.528621972,0.574123442,0.779891551,0.523966908,0.444440991,0.349631757,0.539160073,0.467268705,0.553585291,0.352906793,0.346671879,0.303809136,0.638738811,0.368390232,0.816947937,0.082550146,0.335727364,0.556243241,0.360863984,0.367515773,0.192912266,0.143302202,0.391083986,0.808081865,0.135466233,0.282793432,0.418401122,0.245378554,0.362401903,0.583664715,0.37643382,0.331860423,0.518198192
0.582221448,0.796280146,0.183106124,0.588619888,0.795626462,0.82933116,0.130942971,0.38437739,0.352359086,0.469893754,0.144870907,0.84754318,0.383009374,0.342800349,0.631923556,0.518325984,0.543256998,0.628896654,0.164322391,0.381467789,0.273330957,0.088126436,0.155197993,0.709417939,0.81681335,0.574845433,0.417639464,0.665695727,0.575704098,0.818715215,0.500183225,0.348583877,0.362454146,0.608304799,0.280370027,0.682746947,0.489069104,0.436724246,0.30230251,0.633967876,0.41348055,0.660964251,0.163405657,0.339828134,0.624289572,0.390084118,0.440583885,0.278474391,0.241621837,0.419791788,0.83879447,0.266065478,0.278926075,0.483060777,0.083766706,0.353557408,0.621509016,0.186579853,0.073437892,0.564500809
0.611289918,0.695498765,0.415833533,0.60197407,0.824815512,0.702014148,0.729147911,0.241381645,0.39258194,0.415440261,0.346684426,0.823649108,0.403553993,0.287458211,0.470540166,0.413886636,0.549603999,0.492867649,0.391408503,0.376732051,0.027948759,0.643706203,0.208447054,0.565914035,0.792628467,0.578653276,0.559532166,0.564065695,0.519051254,0.778675973,0.546731234,0.371560395,0.346019864,0.586805224,0.29278931,0.657797754,0.600255191,0.424619555,0.461981386,0.749533117,0.399083942,0.867552876,0.020245135,0.372994334,0.740485311,0.350125104,0.383478612,0.350986749,0.325923204,0.284172833,0.785382211,0.253349334,0.268198311,0.54589963,0.062433753,0.384238988,0.667726517,0.378812701,0.272873759,0.641482413
0.241541758,0.740007818,0.241962299,0.281839907,0.820237398,0.767090321,0.789609909,0.301161736,0.435951412,0.403583199,0.182996705,0.846776068,0.409193486,0.212006181,0.588904798,0.411576897,0.534311891,0.613901496,0.234668076,0.225331888,0.287140667,0.639247954,0.20923309,0.714448452,0.82107842,0.608398438,0.447861105,0.558455825,0.514476895,0.812734067,0.507021904,0.148873165,0.285076499,0.503712475,0.207321778,0.638521016,0.241251573,0.442876101,0.480483711,0.714221239,0.371373177,0.838449776,0.090739727,0.313907534,0.734929264,0.416272759,0.38133046,0.110498317,0.255086154,0.151727349,0.790434182,0.18684563,0.220448717,0.529265285,0.071551919,0.358141899,0.667131722,0.411069036,0.171845421,0.613517225
